loan_application_id,applicant_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
d68ede66-edad-11ea-832f-1978babe9e30,1635448,36,repair costs,2384000,4,,0,0,,1,existing loans paid back duly till now,1
d68edee8-edad-11ea-80b8-03ea98a26ef5,1143985,12,new vehicle,2133000,4,,0,0,,1,existing loans paid back duly till now,0
d68edf74-edad-11ea-8dda-0d3fbe47dc86,1670066,18,FF&E,2039000,1,real estate,0,0,bank,1,existing loans paid back duly till now,1
d68edff6-edad-11ea-8111-265b0a89a690,1466670,9,new vehicle,2799000,2,real estate,0,0,,2,critical/pending loans at other banks,0
d68ee082-edad-11ea-8916-27cf815846cf,1447929,12,FF&E,1289000,4,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,0
d68ee104-edad-11ea-819e-31ece9cd56a8,1618937,18,domestic appliances,1217000,4,real estate,0,0,,1,existing loans paid back duly till now,1
d68ee186-edad-11ea-932a-39f5f4f15c4b,1873573,12,FF&E,2246000,3,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,1
d68ee208-edad-11ea-a514-060b7cf8939d,1830977,12,electronic equipment,385000,4,real estate,0,0,,4,critical/pending loans at other banks,0
d68ee28a-edad-11ea-a4ea-22a8a3c381dc,1612355,24,new vehicle,1965000,4,car or other,0,0,,2,delay in paying off loans in the past,0
d68ee316-edad-11ea-a444-2a60b035aa06,1165234,21,business,1572000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
d68ee398-edad-11ea-9464-290d9ee9ab3e,1825343,24,new vehicle,2718000,3,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68ee41a-edad-11ea-bb76-0b6cea91006e,1307369,24,,1358000,4,car or other,0,0,stores,1,all loans at this bank paid back duly,1
d68ee49c-edad-11ea-aabe-4c5f6ae8456c,1403127,6,new vehicle,931000,1,building society savings agreement/life insurance,0,0,stores,1,all loans at this bank paid back duly,1
d68ee51e-edad-11ea-9eeb-5321a010653c,1852152,24,new vehicle,1442000,4,car or other,0,0,,2,existing loans paid back duly till now,1
d68ee5aa-edad-11ea-bf3a-420b94122c3c,1510937,24,business,4241000,1,real estate,0,0,,3,no loans taken/all loans paid back duly,1
d68ee62c-edad-11ea-93e6-01b2a00e7d99,1354791,18,new vehicle,2775000,2,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,1
d68ee6b8-edad-11ea-a8e2-06ae5af8536f,1841389,24,business,3863000,1,,0,0,,1,delay in paying off loans in the past,0
d68ee744-edad-11ea-8f33-391946d57cc3,1854199,7,electronic equipment,2329000,1,real estate,0,1,,1,existing loans paid back duly till now,0
d68ee7c6-edad-11ea-a64c-50764fc925fd,1256236,9,FF&E,918000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68ee852-edad-11ea-9b5f-561581c3dfb6,1503339,24,education,1837000,4,,0,0,bank,1,all loans at this bank paid back duly,1
d68ee8d4-edad-11ea-9032-40234b3465e2,1500594,36,FF&E,3349000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68ee956-edad-11ea-8674-3f85d30dd5ce,1462065,10,FF&E,1275000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68ee9e2-edad-11ea-82be-503233087ee2,1474361,24,FF&E,2828000,4,real estate,0,0,stores,1,all loans at this bank paid back duly,0
d68eea64-edad-11ea-b8bd-56c1394ac6b9,1764990,24,business,4526000,3,real estate,0,0,,1,critical/pending loans at other banks,0
d68eeae6-edad-11ea-9198-0cd6b0d47869,1621121,36,electronic equipment,2671000,4,,1,0,,1,existing loans paid back duly till now,1
d68eebfe-edad-11ea-8e48-4e6de71d975a,1365958,18,electronic equipment,2051000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68eec80-edad-11ea-8cdc-31e2017aa3fb,1630681,15,used vehicle,1300000,4,,0,0,bank,1,existing loans paid back duly till now,0
d68eed0c-edad-11ea-bdbf-4090136bd518,1448317,12,domestic appliances,741000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68eed98-edad-11ea-9f39-568f5b6e4b10,1744762,10,new vehicle,1240000,1,,0,0,,1,existing loans paid back duly till now,1
d68eee1a-edad-11ea-a65a-3ca5b853c0a2,1655690,21,electronic equipment,3357000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
d68eeea6-edad-11ea-802c-325c4203da34,1210184,24,used vehicle,3632000,1,car or other,0,1,bank,1,all loans at this bank paid back duly,0
d68eef32-edad-11ea-b6ac-253cfc4bd926,1113231,18,FF&E,1808000,4,real estate,0,0,,1,delay in paying off loans in the past,1
d68eefbe-edad-11ea-ac38-04d423557964,1476817,48,business,12204000,2,car or other,0,0,bank,1,no loans taken/all loans paid back duly,0
d68ef04a-edad-11ea-a6de-1ffc716156de,1143908,60,electronic equipment,9157000,2,,0,0,,1,delay in paying off loans in the past,0
d68ef0d6-edad-11ea-832c-534fcc83e451,1239641,6,new vehicle,3676000,1,real estate,0,0,,3,critical/pending loans at other banks,0
d68ef158-edad-11ea-99c0-4ab5e96a1db0,1826580,30,FF&E,3441000,2,car or other,1,0,,1,existing loans paid back duly till now,1
d68ef1e4-edad-11ea-94f3-4cdbbb3546c9,1826763,12,new vehicle,640000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68ef27a-edad-11ea-877d-260ada7908e6,1747933,21,business,3652000,2,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68ef2fc-edad-11ea-8ba2-2b30ad455460,1257777,18,new vehicle,1530000,3,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,1
d68ef388-edad-11ea-9d32-22cf205b0cf3,1687945,48,business,3914000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
d68ef414-edad-11ea-8bda-0308183ba880,1513000,12,FF&E,1858000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68ef4a0-edad-11ea-84b5-20e26fa81b71,1502591,18,electronic equipment,2600000,4,,0,0,,2,existing loans paid back duly till now,1
d68ef52c-edad-11ea-9361-41d8960bbbb0,1886102,15,electronic equipment,1979000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68ef5ae-edad-11ea-b0f6-17394c998ccd,1597354,6,FF&E,2116000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68ef63a-edad-11ea-a68f-20e260da5f26,1391760,9,new vehicle,1437000,2,,0,0,,1,all loans at this bank paid back duly,1
d68ef6c6-edad-11ea-9094-1f24c4e4866b,1883131,42,FF&E,4042000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68ef752-edad-11ea-8bc9-0f3d2fa8e4b6,1679090,9,education,3832000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68ef7de-edad-11ea-b45c-1184da100c36,1784512,24,electronic equipment,3660000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68ef860-edad-11ea-99a5-4f58ed1fec9c,1326708,18,FF&E,1553000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,1
d68ef8ec-edad-11ea-a832-0922aae45e58,1443796,15,electronic equipment,1444000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68ef978-edad-11ea-a9aa-34bfa4a95b6a,1862135,9,FF&E,1980000,2,car or other,1,0,,2,existing loans paid back duly till now,1
d68ef9fa-edad-11ea-8da2-4ffe0ef15a8c,1432788,24,new vehicle,1355000,3,car or other,0,0,,1,existing loans paid back duly till now,1
d68efa86-edad-11ea-9c05-4f1d2655bba3,1707666,12,education,1393000,4,building society savings agreement/life insurance,0,0,bank,3,existing loans paid back duly till now,0
d68efb12-edad-11ea-8495-247ea821c73d,1349046,24,electronic equipment,1376000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68efb94-edad-11ea-b257-2471b425de86,1640552,60,electronic equipment,15653000,2,car or other,0,0,,2,delay in paying off loans in the past,0
d68efc20-edad-11ea-82b7-46af692c963b,1532989,12,electronic equipment,1493000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68efcac-edad-11ea-acda-23df72d113c5,1300927,42,electronic equipment,4370000,3,building society savings agreement/life insurance,0,0,bank,2,delay in paying off loans in the past,1
d68efd38-edad-11ea-9470-265e32c2a6ab,1684799,18,education,750000,4,real estate,0,0,,1,existing loans paid back duly till now,1
d68efdba-edad-11ea-8b8f-47b20418381b,1736925,15,repair costs,1308000,4,car or other,0,0,,2,existing loans paid back duly till now,0
d68efe46-edad-11ea-b842-1782a62ee755,1156429,15,education,4623000,3,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68efed2-edad-11ea-b40e-441e1280b340,1495594,24,electronic equipment,1851000,4,car or other,0,1,,2,critical/pending loans at other banks,0
d68eff54-edad-11ea-8eb4-516c2258e1af,1732994,18,electronic equipment,1880000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68effe0-edad-11ea-8809-3b633d750b8c,1532977,36,business,7980000,4,car or other,0,0,,2,delay in paying off loans in the past,1
d68f006c-edad-11ea-a59c-482ad98eacd1,1452733,30,FF&E,4583000,2,real estate,0,1,,2,no loans taken/all loans paid back duly,0
d68f00ee-edad-11ea-a877-54ad999b7f8b,1304536,12,new vehicle,1386000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f017a-edad-11ea-b053-545d61c4e003,1892638,24,new vehicle,947000,4,,0,0,bank,1,existing loans paid back duly till now,1
d68f0206-edad-11ea-9f3f-08146fd37214,1175174,12,education,684000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68f0292-edad-11ea-9455-52f1def2698d,1360939,48,education,7476000,4,,0,0,,1,existing loans paid back duly till now,0
d68f0314-edad-11ea-aaeb-33920d9b00a4,1637887,12,FF&E,1922000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f03a0-edad-11ea-b758-0a9997ba548e,1126684,24,new vehicle,2303000,4,real estate,1,0,,1,existing loans paid back duly till now,1
d68f042c-edad-11ea-b98f-12dc3733eac6,1476071,36,new vehicle,8086000,2,car or other,0,0,,4,delay in paying off loans in the past,1
d68f04ae-edad-11ea-9e16-5ae6722d55f9,1764381,24,used vehicle,2346000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f053a-edad-11ea-93fc-59707012603a,1654707,14,new vehicle,3973000,1,,0,0,,1,existing loans paid back duly till now,0
d68f05c6-edad-11ea-a7df-44eb0d71420f,1504819,12,new vehicle,888000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
d68f0648-edad-11ea-a51e-20fe184b8a52,1680877,48,electronic equipment,10222000,4,car or other,0,0,stores,1,existing loans paid back duly till now,0
d68f06d4-edad-11ea-8933-08c4e91e1cae,1439887,30,business,4221000,2,car or other,0,0,,2,no loans taken/all loans paid back duly,0
d68f0760-edad-11ea-9800-185713046169,1237671,18,FF&E,6361000,2,,0,0,,1,critical/pending loans at other banks,0
d68f07ec-edad-11ea-b6db-3496b8dbd5c8,1352279,12,electronic equipment,1297000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68f086e-edad-11ea-a24f-12b786b3a993,1409197,12,new vehicle,900000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68f08fa-edad-11ea-981a-51ccea0b8718,1448066,21,FF&E,2241000,4,real estate,0,0,,2,existing loans paid back duly till now,0
d68f0986-edad-11ea-802f-20d1fc935ad1,1337177,6,FF&E,1050000,4,building society savings agreement/life insurance,0,0,stores,2,delay in paying off loans in the past,0
d68f0a08-edad-11ea-9f98-4c6666986d43,1199661,6,education,1047000,2,building society savings agreement/life insurance,0,0,,1,critical/pending loans at other banks,0
d68f0a94-edad-11ea-a0cb-4ef9f8e6c478,1483329,24,,6314000,4,,1,0,bank,2,critical/pending loans at other banks,0
d68f0b20-edad-11ea-9c56-373491fa9bcf,1401525,30,FF&E,3496000,4,car or other,0,0,stores,1,all loans at this bank paid back duly,0
d68f0bac-edad-11ea-bc79-05ccb99f7723,1869013,48,business,3609000,1,real estate,0,0,stores,1,all loans at this bank paid back duly,0
d68f0c2e-edad-11ea-8174-3221260fecd3,1611783,12,new vehicle,4843000,3,building society savings agreement/life insurance,1,0,,2,critical/pending loans at other banks,1
d68f0cba-edad-11ea-bff7-1a8706107d52,1837760,30,electronic equipment,3017000,4,building society savings agreement/life insurance,0,0,,1,critical/pending loans at other banks,0
d68f0d46-edad-11ea-8e2a-423866800420,1844813,24,business,4139000,3,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f0dd2-edad-11ea-8785-076f1a6b0e1d,1554792,36,business,5742000,2,car or other,0,0,,2,existing loans paid back duly till now,0
d68f0e54-edad-11ea-8df1-1f82ae5e7320,1771489,60,new vehicle,10366000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f0ee0-edad-11ea-bbb2-49899476f41d,1241112,6,new vehicle,2080000,1,car or other,0,0,,1,critical/pending loans at other banks,0
d68f0f6c-edad-11ea-a2e6-1c671a117320,1770970,21,business,2580000,4,real estate,0,0,bank,1,delay in paying off loans in the past,1
d68f0fee-edad-11ea-be47-2a0111bbb22f,1373246,30,electronic equipment,4530000,4,car or other,0,0,,1,critical/pending loans at other banks,0
d68f107a-edad-11ea-b73f-515c1f794160,1509620,24,FF&E,5150000,4,car or other,0,0,,1,critical/pending loans at other banks,0
d68f10fc-edad-11ea-a4b5-285a1d0e7c2e,1142576,72,electronic equipment,5595000,2,car or other,0,0,,1,existing loans paid back duly till now,1
d68f1188-edad-11ea-9c08-07078f617ba1,1671068,24,electronic equipment,2384000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
d68f1214-edad-11ea-9c54-4203f6db8ba0,1538199,18,electronic equipment,1453000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68f12a0-edad-11ea-aafb-1711fc372a3e,1482554,6,education,1538000,1,,0,0,,1,existing loans paid back duly till now,0
d68f1322-edad-11ea-af6c-448e0f6e8005,1516876,12,electronic equipment,2279000,4,,0,0,,1,existing loans paid back duly till now,0
d68f13ae-edad-11ea-92ce-16d07d4d22c2,1586174,15,electronic equipment,1478000,4,real estate,0,0,bank,2,delay in paying off loans in the past,0
d68f14c6-edad-11ea-9c19-28e928f49d52,1168229,24,electronic equipment,5103000,3,,0,0,,3,critical/pending loans at other banks,0
d68f1548-edad-11ea-b5c4-13f7bfe73e57,1441925,36,business,9857000,1,building society savings agreement/life insurance,0,0,,2,delay in paying off loans in the past,0
d68f15d4-edad-11ea-a995-46fa184029bc,1662345,60,new vehicle,6527000,4,,0,0,,1,existing loans paid back duly till now,0
d68f1656-edad-11ea-8e74-3c5a50e1aa88,1649933,10,electronic equipment,1347000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f16d8-edad-11ea-9817-21fae138d6aa,1168468,36,new vehicle,2862000,4,,0,0,,1,delay in paying off loans in the past,0
d68f175a-edad-11ea-9f33-0a8c5f108a3c,1875015,9,electronic equipment,2753000,3,car or other,1,0,,1,existing loans paid back duly till now,0
d68f17dc-edad-11ea-ae47-3cd6e20248a0,1273850,12,new vehicle,3651000,1,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f185e-edad-11ea-aa4e-337562b25b9f,1345875,15,FF&E,975000,2,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f18ea-edad-11ea-8611-4b1b31080a2d,1774355,15,repair costs,2631000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68f196c-edad-11ea-b92e-32f4f1f91731,1626519,24,electronic equipment,2896000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68f19ee-edad-11ea-8ff1-3475f30432f2,1321826,6,new vehicle,4716000,1,real estate,0,0,,2,critical/pending loans at other banks,0
d68f1a70-edad-11ea-8bb3-4d80b426a9ce,1412577,24,electronic equipment,2284000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68f1af2-edad-11ea-9ccd-333140c98323,1514997,6,used vehicle,1236000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f1b74-edad-11ea-a2b5-07692cb18476,1209193,12,electronic equipment,1103000,4,real estate,0,1,,2,existing loans paid back duly till now,0
d68f1bf6-edad-11ea-b03e-009c38584997,1656838,12,new vehicle,926000,1,building society savings agreement/life insurance,0,0,,1,critical/pending loans at other banks,0
d68f1c78-edad-11ea-a509-47ecc4770b2d,1381175,18,electronic equipment,1800000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f1cfa-edad-11ea-b9cf-0a655728af68,1430426,15,education,1905000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68f1d7c-edad-11ea-8586-273b50643be5,1776816,12,FF&E,1123000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68f1dfe-edad-11ea-8fa8-24d457cd8889,1178282,48,used vehicle,6331000,4,,0,0,,2,critical/pending loans at other banks,1
d68f1e80-edad-11ea-a744-3116329bd773,1657898,24,electronic equipment,1377000,4,,0,0,,1,existing loans paid back duly till now,0
d68f1f02-edad-11ea-bc00-4624afbd42e5,1629275,30,business,2503000,4,building society savings agreement/life insurance,0,0,stores,2,delay in paying off loans in the past,0
d68f1f8e-edad-11ea-b346-4623e121e29b,1846282,27,business,2528000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f2010-edad-11ea-ab60-52baeffbeda1,1607876,15,new vehicle,5324000,1,,0,0,,1,existing loans paid back duly till now,0
d68f2092-edad-11ea-9e4f-1b91a31266c6,1735719,48,new vehicle,6560000,3,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f2114-edad-11ea-ac59-2272a7285b96,1516902,12,FF&E,2969000,4,building society savings agreement/life insurance,0,0,,2,no loans taken/all loans paid back duly,1
d68f2196-edad-11ea-be21-0f02b6a52da6,1127273,9,electronic equipment,1206000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68f2218-edad-11ea-97d5-3df593b796a1,1789670,9,electronic equipment,2118000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68f229a-edad-11ea-8d97-34aafd29eae1,1215142,18,electronic equipment,629000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
d68f2326-edad-11ea-8b59-31bcff4ccf4a,1346719,6,education,1198000,4,,0,0,,1,all loans at this bank paid back duly,1
d68f23a8-edad-11ea-b8c5-11e3ec14932b,1280395,21,used vehicle,2476000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68f242a-edad-11ea-84ec-26d0b780ca67,1695246,9,electronic equipment,1138000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68f24ac-edad-11ea-929d-089173439ef7,1372926,60,new vehicle,14027000,4,,0,0,,1,existing loans paid back duly till now,1
d68f252e-edad-11ea-985c-0bda711c9355,1314021,30,used vehicle,7596000,1,car or other,0,0,,2,critical/pending loans at other banks,0
d68f25b0-edad-11ea-a4f3-1969f6821fbc,1152616,30,electronic equipment,3077000,3,car or other,0,0,,2,critical/pending loans at other banks,0
d68f263c-edad-11ea-a99f-33a0d695c924,1849511,18,electronic equipment,1505000,4,,0,0,,1,existing loans paid back duly till now,0
d68f26be-edad-11ea-a1fb-48b560babca3,1153145,24,electronic equipment,3148000,3,car or other,0,0,,2,critical/pending loans at other banks,0
d68f2740-edad-11ea-810c-438e3bbe85ed,1532256,20,used vehicle,6148000,3,car or other,0,0,bank,2,no loans taken/all loans paid back duly,0
d68f27c2-edad-11ea-978c-20a19fff8ac5,1392809,9,electronic equipment,1337000,4,car or other,0,0,,2,no loans taken/all loans paid back duly,1
d68f2844-edad-11ea-a288-4a976aecd70c,1619368,6,education,433000,4,building society savings agreement/life insurance,0,0,bank,1,all loans at this bank paid back duly,1
d68f28d0-edad-11ea-8199-108c7b21e686,1133947,12,new vehicle,1228000,4,real estate,0,0,,1,existing loans paid back duly till now,1
d68f2952-edad-11ea-9e5a-311d89321c29,1169619,9,electronic equipment,790000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68f29d4-edad-11ea-8bb2-31a7c1ce2af0,1215207,27,new vehicle,2570000,3,real estate,0,0,,1,existing loans paid back duly till now,1
d68f2a56-edad-11ea-b1a7-538804548a6d,1349113,6,new vehicle,250000,2,real estate,0,0,bank,2,critical/pending loans at other banks,0
d68f2ad8-edad-11ea-b04d-486ea9b941c2,1188964,15,electronic equipment,1316000,2,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f2b64-edad-11ea-9e28-0f36543ff243,1695402,18,electronic equipment,1882000,4,car or other,0,0,bank,2,existing loans paid back duly till now,1
d68f2be6-edad-11ea-b4db-07e9560124cb,1183707,48,business,6416000,4,,0,0,,1,all loans at this bank paid back duly,1
d68f2c68-edad-11ea-8a43-4f0a55f14de2,1216943,24,business,1275000,2,real estate,0,0,,2,critical/pending loans at other banks,0
d68f2cea-edad-11ea-a350-4218e7bb37df,1782832,24,electronic equipment,6403000,1,car or other,0,0,,1,delay in paying off loans in the past,0
d68f2d6c-edad-11ea-acb8-4a6bf2529aff,1892474,24,electronic equipment,1987000,2,real estate,0,0,,1,existing loans paid back duly till now,1
d68f2df8-edad-11ea-ba52-4dc972b2a741,1652800,8,electronic equipment,760000,4,real estate,0,1,,1,existing loans paid back duly till now,0
d68f2e7a-edad-11ea-ba3a-56a6a25a6c74,1643428,24,used vehicle,2603000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68f2efc-edad-11ea-a2d5-4c0c5d0b25ce,1221330,4,new vehicle,3380000,1,real estate,0,0,,1,critical/pending loans at other banks,0
d68f2f7e-edad-11ea-b4be-19efeff64f59,1106688,36,domestic appliances,3990000,3,,0,0,bank,1,all loans at this bank paid back duly,0
d68f3000-edad-11ea-8d26-250f0c9c27a2,1264018,24,used vehicle,11560000,1,car or other,0,0,,2,existing loans paid back duly till now,1
d68f308c-edad-11ea-a35a-3955eac04bb8,1412879,18,new vehicle,4380000,3,car or other,0,0,,1,existing loans paid back duly till now,0
d68f310e-edad-11ea-a518-3e596ace1832,1165210,6,new vehicle,6761000,1,,0,0,,2,critical/pending loans at other banks,0
d68f3190-edad-11ea-9ed6-4a392a145813,1399194,30,business,4280000,4,car or other,0,0,,2,no loans taken/all loans paid back duly,1
d68f3212-edad-11ea-9505-44f8fd8fce2d,1833657,24,new vehicle,2325000,2,car or other,0,0,bank,1,all loans at this bank paid back duly,0
d68f3294-edad-11ea-95a8-2e49467f2b79,1292645,10,electronic equipment,1048000,4,real estate,0,0,stores,1,all loans at this bank paid back duly,0
d68f3316-edad-11ea-a4e3-36017135e885,1536162,21,electronic equipment,3160000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f33a2-edad-11ea-a746-2d5b1de8302b,1668971,24,FF&E,2483000,4,real estate,0,0,stores,1,all loans at this bank paid back duly,0
d68f3424-edad-11ea-a87d-3cb30f3ae890,1216844,39,FF&E,14179000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f34a6-edad-11ea-ba9b-10b3f187b565,1601024,13,business,1797000,3,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
d68f3528-edad-11ea-91f1-4a2899a9aaaa,1391686,15,new vehicle,2511000,1,car or other,0,0,,1,existing loans paid back duly till now,0
d68f35aa-edad-11ea-a873-4b438fead417,1504217,12,new vehicle,1274000,3,real estate,0,0,,1,existing loans paid back duly till now,1
d68f3636-edad-11ea-a355-052d9c5c3608,1800745,21,used vehicle,5248000,1,car or other,0,0,,1,existing loans paid back duly till now,0
d68f36b8-edad-11ea-89c9-20a74d9fb2f5,1282922,15,used vehicle,3029000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68f373a-edad-11ea-8424-0847212de145,1837579,6,FF&E,428000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
d68f37bc-edad-11ea-a628-250526632a6f,1612689,18,new vehicle,976000,1,car or other,0,0,,1,existing loans paid back duly till now,1
d68f383e-edad-11ea-95cc-19698f13b8bd,1746834,12,business,841000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68f38c0-edad-11ea-85bc-09d5191cf959,1708009,30,electronic equipment,5771000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f3942-edad-11ea-8bd1-2cd2db2d2073,1331312,12,repair costs,1555000,4,,0,0,,2,delay in paying off loans in the past,1
d68f3a64-edad-11ea-99ee-54c8aa94a274,1621486,24,new vehicle,1285000,4,,0,0,,1,existing loans paid back duly till now,1
d68f3ae6-edad-11ea-98f0-22b178508d26,1868234,6,new vehicle,1299000,1,real estate,0,0,,3,critical/pending loans at other banks,0
d68f3b72-edad-11ea-9a57-403ad5a10782,1358207,15,electronic equipment,1271000,3,,0,0,,2,critical/pending loans at other banks,1
d68f3bf4-edad-11ea-a40c-2bd6c595582c,1888759,24,new vehicle,1393000,2,real estate,0,1,,1,existing loans paid back duly till now,0
d68f3c80-edad-11ea-ac64-5a2530ff8e11,1239673,12,new vehicle,691000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,1
d68f3d0c-edad-11ea-ac08-0593722dcd8e,1691986,15,new vehicle,5045000,1,car or other,0,0,,1,critical/pending loans at other banks,0
d68f3d8e-edad-11ea-bd3b-2fe015f458ee,1298469,18,FF&E,2124000,4,real estate,0,0,,2,critical/pending loans at other banks,1
d68f3e1a-edad-11ea-80ba-10233fa3fff9,1197388,12,electronic equipment,2214000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f416c-edad-11ea-808d-3be60a9db67b,1721124,21,new vehicle,12680000,4,,0,0,,1,critical/pending loans at other banks,1
d68f4306-edad-11ea-a281-3a488926bb1d,1462018,24,new vehicle,2463000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f43d8-edad-11ea-81a7-20be5495625e,1235848,12,electronic equipment,1155000,3,real estate,0,1,bank,2,existing loans paid back duly till now,0
d68f4482-edad-11ea-89db-2136c4c9b185,1714471,30,FF&E,3108000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f450e-edad-11ea-b211-42ae3f544f99,1425297,10,used vehicle,2901000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68f459a-edad-11ea-a704-53f9e4d62a39,1325035,12,FF&E,3617000,1,car or other,0,0,,3,critical/pending loans at other banks,0
d68f4626-edad-11ea-8a98-4b651e6d47c2,1537731,12,electronic equipment,1655000,2,real estate,0,0,,2,critical/pending loans at other banks,0
d68f46b2-edad-11ea-8bc2-1a8e44dcc23b,1175864,24,used vehicle,2812000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68f473e-edad-11ea-b09e-4a5ad1ad3c1f,1278263,36,education,8065000,3,,0,0,,2,critical/pending loans at other banks,1
d68f47d4-edad-11ea-946a-551690ab10f7,1700305,21,used vehicle,3275000,1,car or other,0,0,,1,critical/pending loans at other banks,0
d68f4860-edad-11ea-b9a6-51f57fd3d877,1730881,24,electronic equipment,2223000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
d68f48ec-edad-11ea-b9ad-32cb1cb495e8,1687239,12,new vehicle,1480000,2,,0,0,bank,3,critical/pending loans at other banks,0
d68f4978-edad-11ea-9f51-40634ac5f582,1291883,24,new vehicle,1371000,4,real estate,0,0,,1,existing loans paid back duly till now,1
d68f4a04-edad-11ea-a15e-4c16017b8624,1876616,36,new vehicle,3535000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f4a90-edad-11ea-a517-120c78778940,1888544,18,electronic equipment,3509000,4,real estate,0,1,,1,existing loans paid back duly till now,0
