applicant_id,Primary_applicant_age_in_years,gender_ord,Marital_status_ord,Number_of_dependents,Housing_ord,Years_at_current_residence,Employment_status_ord,Has_been_employed_for_at_least_ord,Has_been_employed_for_at_most_ord,Telephone_ord,Foreign_worker,Savings_account_balance_ord,Balance_in_existing_bank_account_lower_limit_of_bucket_ord,Balance_in_existing_bank_account_upper_limit_of_bucket_ord,loan_application_id,Months_loan_taken_for,Purpose_ord,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property_ord,Has_coapplicant,Has_guarantor,Other_EMI_plans_ord,Number_of_existing_loans_at_this_bank,Loan_history_ord,high_risk_applicant
1461545,35,1,1,1,1,2,1,1.0,4.0,,1,1.0,0.0,2.0,d68e9320-edad-11ea-a29c-24657643adde,7,1.0,2576000,2,2.0,0,1,,1,1,0
1579121,55,2,2,1,1,4,3,7.0,,1.0,1,,2.0,,d68e93ac-edad-11ea-8fd3-16dfbd1a4dcd,12,3.0,1424000,3,2.0,0,0,,1,1,0
1662555,61,1,3,1,1,3,1,1.0,4.0,,1,4.0,0.0,2.0,d68e942e-edad-11ea-8066-16543c193d95,15,7.0,1512000,3,3.0,0,0,2.0,2,3,1
1451745,30,1,1,1,1,2,3,1.0,4.0,1.0,1,,,,d68e94ba-edad-11ea-b2a3-42017a0b38f8,36,4.0,11054000,4,1.0,0,0,,1,2,0
1590235,29,2,2,1,1,1,1,1.0,4.0,,1,1.0,,,d68e9546-edad-11ea-99c9-14a81c468aa4,6,1.0,518000,3,2.0,0,0,,1,1,0
1610382,34,1,1,1,1,4,1,7.0,,,1,1.0,,,d68e95c8-edad-11ea-8750-474542a76fef,12,3.0,2759000,2,3.0,0,0,,2,6,0
1611614,35,1,1,1,1,4,3,7.0,,1.0,1,1.0,,,d68e9654-edad-11ea-8d0f-1b14f986a13b,24,4.0,2670000,4,1.0,0,0,,1,1,0
1790490,31,1,1,1,1,3,1,4.0,7.0,1.0,1,1.0,,0.0,d68e96e0-edad-11ea-b9e3-4edbffe0b7fe,24,2.0,4817000,2,3.0,1,0,,1,1,1
1396015,29,2,2,1,1,1,3,0.0,1.0,1.0,1,1.0,,,d68e976c-edad-11ea-9d2c-2a2fdd698f62,24,4.0,2679000,4,,0,0,,1,1,0
1140019,36,1,1,2,2,2,1,1.0,4.0,,1,1.0,,0.0,d68e97ee-edad-11ea-8e4a-2d37542daa9f,11,2.0,3905000,2,2.0,0,0,,2,2,0
1751876,35,1,1,1,3,4,1,7.0,,1.0,1,1.0,,0.0,d68e987a-edad-11ea-bccb-2b590e05fc99,12,4.0,3386000,3,,0,0,,1,1,1
1344543,27,2,2,1,1,1,1,0.0,1.0,,1,1.0,,0.0,d68e9906-edad-11ea-8c47-11608e1b8db0,6,8.0,343000,4,2.0,0,0,,1,1,0
1486366,32,1,1,1,1,2,1,0.0,1.0,1.0,1,1.0,,,d68e9988-edad-11ea-9cb1-1613b30e3700,18,1.0,4594000,3,1.0,0,0,,1,1,0
1862524,37,1,1,2,1,2,1,1.0,4.0,,1,1.0,,0.0,d68e9a14-edad-11ea-a521-4150c8b479c3,36,3.0,3620000,1,3.0,0,1,,1,1,0
1794199,36,1,1,1,1,3,1,0.0,1.0,,1,1.0,,0.0,d68e9aa0-edad-11ea-8ef5-2bd20fec3a4b,15,2.0,1721000,2,2.0,0,0,,1,1,0
1114695,34,2,2,1,2,1,3,0.0,1.0,,1,1.0,0.0,2.0,d68e9b22-edad-11ea-a672-3eb0d8d625c2,12,3.0,3017000,3,2.0,0,0,,1,1,0
1252248,38,1,1,1,1,4,1,7.0,,,1,,0.0,2.0,d68e9bae-edad-11ea-a92b-443c56e02742,12,9.0,754000,4,3.0,0,0,,2,1,0
1333603,34,1,1,1,1,1,1,4.0,7.0,1.0,1,1.0,,,d68e9c3a-edad-11ea-a597-2183fd0cc0d7,18,5.0,1950000,4,1.0,0,0,2.0,2,1,0
1253927,63,1,1,2,1,4,1,1.0,4.0,1.0,1,1.0,,0.0,d68e9cc6-edad-11ea-82f3-5861957cc9df,24,4.0,2924000,3,,0,1,1.0,1,1,0
1255808,29,2,2,1,2,2,2,0.0,1.0,1.0,1,1.0,,0.0,d68e9d52-edad-11ea-8864-13741f4c78fb,24,1.0,1659000,4,1.0,0,0,,1,3,1
1777177,32,1,1,2,1,3,1,7.0,,,1,,,,d68e9dde-edad-11ea-a2bf-0c1d9cd9847f,48,1.0,7238000,3,1.0,0,0,1.0,2,3,0
1347859,26,2,2,1,1,2,1,1.0,4.0,1.0,1,1.0,,,d68e9e60-edad-11ea-b2ad-07ce93be4da9,33,5.0,2764000,2,1.0,0,0,,2,3,0
1179829,35,1,1,1,1,3,2,4.0,7.0,1.0,1,1.0,,,d68e9eec-edad-11ea-9dfb-598cada8ae56,24,4.0,4679000,3,1.0,0,0,,2,3,0
1584896,22,1,3,1,2,2,1,0.0,1.0,1.0,1,2.0,0.0,2.0,d68e9f78-edad-11ea-9c0f-3529515cfa66,24,1.0,3092000,3,1.0,0,0,,1,1,1
1165835,23,2,2,1,1,4,1,0.0,1.0,,1,1.0,,0.0,d68e9ffa-edad-11ea-943c-4d411a9e926d,6,6.0,448000,4,3.0,0,0,,1,1,1
1420000,28,1,1,1,1,3,2,1.0,4.0,,1,1.0,,0.0,d68ea086-edad-11ea-96b6-4858a43d6cc9,9,2.0,654000,4,1.0,0,0,,1,1,1
1792340,36,1,1,2,1,4,3,,0.0,1.0,1,,,,d68ea112-edad-11ea-9b56-1f875d59098e,6,9.0,1238000,4,3.0,0,0,,1,1,0
1154530,33,1,3,1,1,2,1,1.0,4.0,,1,1.0,0.0,2.0,d68ea19e-edad-11ea-9ec7-18ecaedf3b1b,18,1.0,1245000,4,1.0,0,0,,1,2,1
1464283,26,2,2,1,2,4,1,0.0,1.0,,1,1.0,,0.0,d68ea220-edad-11ea-899c-199676a5909d,18,3.0,3114000,1,3.0,0,0,,1,6,1
1643578,24,1,1,1,1,4,1,1.0,4.0,,1,3.0,,,d68ea2ac-edad-11ea-9e39-228d3a8e54a4,39,4.0,2569000,4,1.0,0,0,,1,1,0
1724729,25,1,1,1,1,2,1,4.0,7.0,,1,1.0,2.0,,d68ea32e-edad-11ea-a49d-29ca37e203cb,24,1.0,5152000,4,1.0,0,0,1.0,1,1,0
1305749,39,1,1,1,1,4,2,4.0,7.0,,1,2.0,0.0,2.0,d68ea3ba-edad-11ea-bfad-507e6c21df72,12,5.0,1037000,3,2.0,0,0,,1,1,0
1640580,44,1,1,2,1,4,1,7.0,,1.0,1,1.0,,0.0,d68ea446-edad-11ea-80c5-11a1f7a634ad,15,3.0,1478000,4,1.0,0,0,,2,2,0
1572070,23,2,2,1,1,1,2,1.0,4.0,,1,1.0,0.0,2.0,d68ea4d2-edad-11ea-927b-4e039c7a14bf,12,1.0,3573000,1,2.0,0,0,,1,2,0
1719894,26,1,1,1,1,1,1,0.0,1.0,,1,1.0,0.0,2.0,d68ea554-edad-11ea-b7c7-203386ddada9,24,2.0,1201000,4,3.0,0,0,,1,1,0
1179715,57,2,2,1,2,4,1,7.0,,1.0,1,4.0,,0.0,d68ea5e0-edad-11ea-90d2-189b6aebb819,30,3.0,3622000,4,3.0,0,0,,2,1,0
1648432,30,2,2,1,1,2,1,4.0,7.0,,1,4.0,,,d68ea66c-edad-11ea-91da-588ffb877a2e,15,3.0,960000,3,3.0,0,0,,2,3,0
1809085,44,1,1,1,1,4,1,1.0,4.0,1.0,1,3.0,,,d68ea6ee-edad-11ea-b5e0-5a5be809e2be,12,2.0,1163000,4,2.0,0,0,,1,2,0
1595096,47,1,1,1,1,4,3,,0.0,1.0,1,1.0,0.0,2.0,d68ea77a-edad-11ea-b318-56a435b4a34e,6,2.0,1209000,4,3.0,0,0,,1,3,1
1280201,52,1,1,1,1,4,1,1.0,4.0,1.0,1,1.0,,,d68ea7fc-edad-11ea-ad25-2a2fa2d573b0,12,1.0,3077000,2,1.0,0,0,,1,1,0
1512766,62,2,2,1,3,4,1,7.0,,1.0,1,1.0,,,d68ea888-edad-11ea-8161-21d4e44ed7ec,24,2.0,3757000,4,,1,0,,1,1,0
1355440,35,1,1,1,2,2,2,1.0,4.0,,0,2.0,,,d68ea90a-edad-11ea-b08f-077b7e109e48,10,2.0,1418000,3,2.0,0,0,,1,1,0
1237459,26,1,1,1,2,3,1,1.0,4.0,,1,1.0,,,d68ea996-edad-11ea-8426-575e43e547ad,6,2.0,3518000,2,3.0,0,1,,1,1,0
1874619,26,1,1,1,1,2,1,7.0,,,1,1.0,,,d68eaa22-edad-11ea-81bd-4c33143352ac,12,1.0,1934000,2,,0,0,,2,2,0
1867397,42,2,2,1,3,4,3,7.0,,1.0,1,1.0,0.0,2.0,d68eaaae-edad-11ea-addc-06b2aebb5e4b,27,5.0,8318000,2,,0,0,,2,6,1
1797961,27,2,2,1,1,1,1,1.0,4.0,,1,2.0,,,d68eab3a-edad-11ea-89a9-34f9b8acfda4,6,1.0,1237000,1,3.0,0,0,,2,2,0
1773539,38,1,1,1,1,4,1,7.0,,,1,,0.0,2.0,d68eabbc-edad-11ea-9bbd-1412bffa4896,6,1.0,368000,4,3.0,0,0,,1,1,0
1518424,39,1,1,2,2,2,2,1.0,4.0,,0,1.0,,0.0,d68eac48-edad-11ea-af2c-1fb653caeb2f,12,2.0,2122000,3,2.0,0,0,,2,2,0
1833845,20,1,3,1,1,4,1,1.0,4.0,,1,,,0.0,d68eacd4-edad-11ea-8553-34175753fede,24,3.0,2996000,2,1.0,0,0,,1,1,1
1728313,29,1,1,1,2,1,3,0.0,1.0,1.0,1,2.0,0.0,2.0,d68ead60-edad-11ea-8ba1-2a2fe9a0c5ec,36,3.0,9034000,4,,1,0,,1,1,1
1611295,40,1,1,1,1,3,1,4.0,7.0,,1,1.0,,,d68eade2-edad-11ea-93f8-03a95aa82747,24,3.0,1585000,4,3.0,0,0,,2,2,0
1680973,32,1,3,1,1,2,2,7.0,,,1,1.0,0.0,2.0,d68eae6e-edad-11ea-9215-0be457832fc8,18,1.0,1301000,4,2.0,0,1,,1,1,0
1325678,28,1,4,2,1,4,1,7.0,,1.0,1,2.0,2.0,,d68eaefa-edad-11ea-99f9-07a8933fcae4,6,2.0,1323000,2,1.0,0,0,,2,2,0
1566812,27,2,2,1,1,1,1,0.0,1.0,,1,1.0,,0.0,d68eaf86-edad-11ea-8732-16a31044a688,24,2.0,3123000,4,3.0,0,0,,1,1,1
1402031,42,1,1,2,3,4,1,7.0,,,1,1.0,,0.0,d68eb008-edad-11ea-b358-3b217a0023b9,36,4.0,5493000,2,,0,0,,1,1,0
1787792,49,1,4,1,1,4,1,7.0,,,1,2.0,2.0,,d68eb094-edad-11ea-932c-32f9caf9a507,9,1.0,1126000,2,2.0,0,0,,1,1,0
1893730,38,1,1,2,1,4,1,0.0,1.0,,1,2.0,0.0,2.0,d68eb120-edad-11ea-9b6a-55170fcd74e1,24,1.0,1216000,4,,0,0,1.0,2,2,1
1391963,24,2,2,1,2,4,1,0.0,1.0,,1,1.0,,0.0,d68eb1a2-edad-11ea-a058-371f0d92b98a,24,2.0,1207000,4,3.0,0,0,,1,1,1
1359833,27,1,1,1,1,4,2,1.0,4.0,,1,,,,d68eb22e-edad-11ea-974e-2d3d2a846236,10,2.0,1309000,4,3.0,0,1,,1,1,1
1860964,36,1,1,1,1,2,1,1.0,4.0,1.0,1,3.0,2.0,,d68eb2ba-edad-11ea-876c-00857fe91d47,15,4.0,2360000,2,1.0,0,0,,1,2,0
1397210,34,1,1,2,1,2,3,,0.0,1.0,1,2.0,0.0,2.0,d68eb33c-edad-11ea-aed7-3bb862c46490,15,2.0,6850000,1,3.0,0,0,,1,5,1
1300113,28,1,3,1,1,2,1,1.0,4.0,,1,1.0,,,d68eb3c8-edad-11ea-843b-1f66d956391e,24,1.0,1413000,4,3.0,0,0,,1,1,0
1121978,45,1,1,1,1,2,3,7.0,,1.0,1,2.0,,,d68eb454-edad-11ea-8e7f-1e303ea40e47,39,4.0,8588000,4,1.0,0,0,,1,1,0
1625109,26,1,1,1,1,2,1,4.0,7.0,,1,1.0,,0.0,d68eb4e0-edad-11ea-bef2-1682f8d00495,12,2.0,759000,4,2.0,0,0,,1,1,1
1591192,32,1,1,1,3,2,3,1.0,4.0,1.0,1,1.0,,,d68eb562-edad-11ea-98a6-54bb1aea69a1,36,4.0,4686000,2,,0,0,,1,1,0
1439117,26,1,1,1,2,4,1,4.0,7.0,1.0,1,1.0,2.0,,d68eb5ee-edad-11ea-95cb-45b28896fd4f,15,5.0,2687000,2,3.0,0,0,,1,1,0
1597948,20,1,3,1,2,4,1,1.0,4.0,,1,1.0,0.0,2.0,d68eb67a-edad-11ea-8cd2-2d7fa29f62f2,12,1.0,585000,4,2.0,1,0,,2,3,0
1436931,54,1,1,1,1,1,1,0.0,1.0,,1,,,,d68eb6fc-edad-11ea-bcf6-1ce7f2d852df,24,2.0,2255000,4,3.0,0,0,,1,1,0
1359864,37,2,2,1,1,3,1,4.0,7.0,,0,1.0,,0.0,d68eb788-edad-11ea-94ae-05cfc9f4e7c4,6,2.0,609000,4,3.0,0,0,,2,2,0
1279507,40,1,1,2,1,4,2,0.0,1.0,,0,1.0,,0.0,d68eb814-edad-11ea-97c7-0711c958fbac,6,2.0,1361000,2,2.0,0,0,,1,2,0
1250900,23,2,2,1,2,4,1,0.0,1.0,1.0,1,1.0,,,d68eb896-edad-11ea-bf2b-4eb141559610,36,3.0,7127000,2,3.0,0,0,,2,2,1
1672101,43,1,1,1,1,2,1,7.0,,1.0,1,2.0,,0.0,d68eb922-edad-11ea-951a-2e37c3a5b7ff,6,2.0,1203000,3,3.0,0,0,,1,1,0
1541522,36,1,1,1,3,4,1,7.0,,,1,,,,d68eb9ae-edad-11ea-93bd-2392b5314382,6,1.0,700000,4,,0,0,,2,2,0
1542760,44,1,1,1,3,4,1,7.0,,,1,1.0,,,d68eba3a-edad-11ea-9e64-58779cbd3b26,24,7.0,5507000,3,,0,0,,2,2,0
1312890,24,2,2,1,1,2,1,1.0,4.0,,1,1.0,,0.0,d68ebac6-edad-11ea-bb1e-1220fdbd03bd,18,1.0,3190000,2,2.0,0,0,,1,1,1
1575976,53,1,1,2,3,4,1,1.0,4.0,,1,1.0,,0.0,d68ebb48-edad-11ea-96f3-25e48107cb6f,48,3.0,7119000,3,,0,0,,2,6,1
1300737,23,2,2,1,1,4,1,4.0,7.0,,1,2.0,,,d68ebbd4-edad-11ea-b8c9-512e976c4607,24,4.0,3488000,3,1.0,0,0,,1,1,0
1579354,26,2,2,2,1,4,2,1.0,4.0,,1,1.0,0.0,2.0,d68ebc60-edad-11ea-a660-4bd38c516f9b,18,1.0,1113000,4,2.0,0,1,,1,1,0
1165396,30,1,1,1,1,3,1,0.0,1.0,,1,1.0,0.0,2.0,d68ebce2-edad-11ea-9d1b-24b2c1b79c0f,26,4.0,7966000,2,1.0,0,0,,2,1,0
1845999,31,2,2,1,1,3,1,1.0,4.0,,1,2.0,,,d68ebd6e-edad-11ea-a06d-013998ccd09e,15,6.0,1532000,4,1.0,0,0,,1,2,0
1836203,42,1,1,2,1,1,2,4.0,7.0,,1,1.0,,,d68ebdfa-edad-11ea-881f-03443823eee1,4,1.0,1503000,2,2.0,0,0,,2,2,0
1796884,31,1,4,1,2,4,1,1.0,4.0,,1,1.0,,0.0,d68ebe86-edad-11ea-bafd-3ca2502a85b9,36,1.0,2302000,4,1.0,0,0,,1,1,1
1545916,41,1,1,2,1,4,2,0.0,1.0,1.0,1,1.0,,0.0,d68ebf08-edad-11ea-baac-276d8728bd6c,6,2.0,662000,3,2.0,0,0,,1,1,0
1666376,32,1,1,2,1,1,1,4.0,7.0,,1,1.0,0.0,2.0,d68ebf94-edad-11ea-ab7e-47c57c4d2454,36,6.0,2273000,3,1.0,0,0,,2,1,0
1337077,28,2,2,1,2,4,1,1.0,4.0,1.0,1,2.0,0.0,2.0,d68ec020-edad-11ea-a875-3b2f7d8fdb4d,15,2.0,2631000,2,1.0,0,0,,2,1,1
1670246,41,1,3,1,2,4,1,1.0,4.0,,1,1.0,,,d68ec0ac-edad-11ea-ac75-2b8e3847135e,12,4.0,1503000,4,2.0,0,0,,1,3,0
1112826,26,1,3,1,1,3,1,4.0,7.0,1.0,1,2.0,,,d68ec12e-edad-11ea-96bb-4de4f9630235,24,1.0,1311000,4,3.0,0,0,,1,1,0
1321430,25,1,1,1,1,2,1,0.0,1.0,,1,,,,d68ec1ba-edad-11ea-b269-2558d53483d1,24,1.0,3105000,4,1.0,0,0,,2,1,0
1602400,33,1,4,1,2,1,1,0.0,1.0,,1,1.0,2.0,,d68ec246-edad-11ea-908c-064274058766,21,6.0,2319000,2,1.0,0,0,,1,2,1
1381249,75,2,2,1,1,3,3,,0.0,1.0,1,,,0.0,d68ec2d2-edad-11ea-a823-0cb866adc4ca,6,2.0,1374000,4,3.0,0,0,,1,1,0
1815409,37,2,2,1,1,4,1,7.0,,1.0,1,1.0,0.0,2.0,d68ec35e-edad-11ea-badb-2296ff87859c,18,3.0,3612000,3,3.0,0,0,,1,2,0
1762049,42,1,1,1,3,4,3,7.0,,,1,1.0,,0.0,d68ec3e0-edad-11ea-b5ce-2a088f70d8fb,48,2.0,7763000,4,,0,0,1.0,1,1,1
1776853,45,2,2,1,1,1,2,0.0,1.0,,1,1.0,2.0,,d68ec46c-edad-11ea-8699-0f21b8070d87,18,3.0,3049000,1,3.0,0,0,2.0,1,1,0
1234944,23,1,3,1,2,1,1,0.0,1.0,,1,1.0,0.0,2.0,d68ec584-edad-11ea-bbd2-3c04a3a13e9d,12,1.0,1534000,1,2.0,0,0,,1,1,1
1185915,60,1,1,1,3,4,1,7.0,,1.0,1,1.0,,,d68ec610-edad-11ea-a9e3-34c102a3ca0b,24,2.0,2032000,4,,0,0,,2,3,0
1355416,31,1,1,1,1,4,1,7.0,,,1,,,0.0,d68ec692-edad-11ea-8d89-1851880956cd,30,3.0,6350000,4,3.0,0,0,,1,1,1
1736265,34,1,1,2,1,1,2,1.0,4.0,,1,1.0,2.0,,d68ec714-edad-11ea-a718-44aa2ee23b36,18,3.0,2864000,2,2.0,0,0,,1,1,1
1258426,61,1,1,1,1,4,2,7.0,,,1,1.0,,,d68ec7a0-edad-11ea-ba3c-20f41bf3d385,12,2.0,1255000,4,2.0,0,0,,2,2,0
1836234,43,1,1,2,3,2,1,,0.0,,1,1.0,,0.0,d68ec822-edad-11ea-90a9-3921e0b21e88,24,2.0,1333000,4,2.0,0,0,,2,3,1
1296879,37,2,2,1,1,4,1,1.0,4.0,1.0,1,1.0,,,d68ec8a4-edad-11ea-9686-3bf88aa1d31e,24,2.0,2022000,4,1.0,0,0,,1,2,0
1438110,32,1,1,2,1,1,1,4.0,7.0,,1,1.0,,,d68ec930-edad-11ea-beb0-2cf8000cfa3d,24,1.0,1552000,3,1.0,0,0,1.0,1,1,0
1667627,24,2,2,1,1,4,2,1.0,4.0,,1,1.0,,0.0,d68ec9b2-edad-11ea-909f-412d19dd2ed7,12,1.0,626000,4,2.0,0,0,1.0,1,5,1
1862061,35,1,1,1,3,1,1,4.0,7.0,1.0,1,,,,d68eca34-edad-11ea-bb7f-407ef8297153,48,4.0,8858000,2,,0,0,,2,2,0
1164275,23,2,2,1,1,4,1,4.0,7.0,,1,,,,d68ecab6-edad-11ea-ba64-537dbf639060,12,7.0,996000,4,2.0,0,0,,2,2,0
1863760,45,1,1,2,1,4,2,7.0,,,1,3.0,,,d68ecb42-edad-11ea-92eb-206ea968dc82,6,1.0,1750000,2,3.0,0,0,1.0,1,5,0
1199639,34,1,3,1,1,1,1,4.0,7.0,1.0,1,1.0,,0.0,d68ecbc4-edad-11ea-bf1b-0a69bc271307,48,1.0,6999000,1,2.0,0,1,,2,1,1
1774959,27,1,1,1,1,1,1,0.0,1.0,,1,2.0,0.0,2.0,d68ecc46-edad-11ea-9ed5-28d720b310e1,12,2.0,1995000,4,1.0,0,0,,1,2,0
1388041,67,2,2,1,1,4,3,4.0,7.0,1.0,1,1.0,0.0,2.0,d68eccc8-edad-11ea-bfe4-3ed4e952bb06,9,6.0,1199000,4,3.0,0,0,,2,1,0
1210884,22,1,1,1,1,1,1,0.0,1.0,,1,1.0,0.0,2.0,d68ecd54-edad-11ea-a0b0-1b2e86976396,12,1.0,1331000,2,1.0,0,0,2.0,1,1,1
1365814,28,2,2,1,1,3,1,0.0,1.0,,1,2.0,0.0,2.0,d68ecdd6-edad-11ea-b1c3-1bea8dc38c5c,18,2.0,2278000,3,1.0,0,0,,2,6,1
1115087,29,2,2,1,1,4,1,1.0,4.0,1.0,1,,,,d68ece58-edad-11ea-9390-054e774fae43,21,2.0,5003000,1,3.0,0,0,1.0,2,6,1
1875951,27,1,1,1,1,4,1,4.0,7.0,,1,1.0,,0.0,d68eceda-edad-11ea-ac02-39997af42c11,24,3.0,3552000,3,1.0,0,0,1.0,1,5,1
1243348,31,1,1,1,1,2,2,0.0,1.0,,1,1.0,0.0,2.0,d68ecf66-edad-11ea-b8b6-25fb57e3525b,18,3.0,1928000,2,2.0,0,0,,2,2,1
1178393,49,1,1,2,3,4,1,7.0,,1.0,1,,,0.0,d68ecfe8-edad-11ea-a0fc-23770cbb576b,24,4.0,2964000,4,,0,0,1.0,1,1,0
1500502,24,1,1,1,2,4,2,4.0,7.0,,1,1.0,,0.0,d68ed074-edad-11ea-8430-14465a6236d5,24,1.0,1546000,4,1.0,0,1,1.0,1,5,1
1892811,29,2,2,1,1,1,1,0.0,1.0,,1,1.0,2.0,,d68ed0f6-edad-11ea-a40a-2a4722f3be9e,6,1.0,683000,2,3.0,0,0,1.0,1,3,0
1441760,37,1,1,1,3,4,1,1.0,4.0,1.0,1,,0.0,2.0,d68ed182-edad-11ea-b64f-2c0874ebd4ab,36,2.0,12389000,1,,0,0,,1,1,1
1738676,37,1,1,1,1,2,3,1.0,4.0,1.0,1,,0.0,2.0,d68ed326-edad-11ea-b732-03e4b47b9685,24,5.0,4712000,4,3.0,0,0,1.0,2,3,0
1217305,23,2,2,1,2,2,1,4.0,7.0,1.0,1,2.0,0.0,2.0,d68ed484-edad-11ea-ab4b-047ac3d23ded,24,1.0,1553000,3,3.0,0,0,,2,3,0
1662684,36,1,4,1,1,3,1,4.0,7.0,,1,1.0,,0.0,d68ed54c-edad-11ea-9c10-1e61f9a464fb,12,2.0,1372000,2,1.0,0,0,,1,1,1
1586917,34,1,1,1,1,2,1,7.0,,,1,4.0,,,d68ed5e2-edad-11ea-8f15-259daed5f66b,24,1.0,2578000,2,1.0,0,0,,1,2,0
1754897,41,1,1,2,1,1,1,4.0,7.0,1.0,1,,0.0,2.0,d68ed66e-edad-11ea-9e7a-15131b34d922,48,1.0,3979000,4,1.0,0,0,,2,1,0
1857539,31,2,2,1,1,2,1,1.0,4.0,1.0,1,1.0,,0.0,d68ed6fa-edad-11ea-8419-3f6a22426669,48,1.0,6758000,3,1.0,0,0,,1,1,1
1463541,23,2,2,1,2,4,2,0.0,1.0,1.0,1,1.0,,0.0,d68ed790-edad-11ea-8543-572e400aa399,24,3.0,3234000,4,2.0,0,0,,1,1,1
1607360,38,1,1,1,1,2,1,4.0,7.0,,1,1.0,,,d68ed81c-edad-11ea-ba96-1d7bb53bdc57,30,1.0,5954000,3,1.0,1,0,,1,2,0
1343586,26,2,2,1,2,4,3,,0.0,1.0,1,,,,d68ed89e-edad-11ea-a22b-2c43faadb3b4,24,4.0,5433000,2,3.0,0,0,,1,1,0
1109612,22,2,2,1,1,4,2,1.0,4.0,,1,1.0,,0.0,d68ed92a-edad-11ea-b50d-41396a7769bd,15,5.0,806000,4,3.0,0,0,,1,1,0
1432750,27,1,1,1,1,4,2,7.0,,,1,1.0,0.0,2.0,d68ed9ac-edad-11ea-8132-3022d44e5236,9,1.0,1082000,4,1.0,0,0,,2,1,0
1902302,24,2,2,1,1,3,1,4.0,7.0,,1,1.0,,,d68eda38-edad-11ea-9814-4b7467b81882,15,3.0,2788000,2,1.0,1,0,1.0,2,2,0
1519801,27,2,2,1,1,1,1,4.0,7.0,,1,1.0,0.0,2.0,d68edaba-edad-11ea-a480-2fafccb78d28,12,1.0,2930000,2,2.0,0,0,,1,1,0
1312718,33,2,2,1,1,2,1,1.0,4.0,1.0,1,,,,d68edb3c-edad-11ea-b269-41c9cbbcc0fe,24,6.0,1927000,3,1.0,0,0,,2,2,0
1554006,27,1,4,1,1,4,1,0.0,1.0,,1,1.0,0.0,2.0,d68edbc8-edad-11ea-89e5-2567a8fd9c75,36,2.0,2820000,4,1.0,0,0,,2,2,1
1492967,27,1,3,1,1,3,2,0.0,1.0,,1,1.0,,,d68edc4a-edad-11ea-bee3-30b214d0653a,24,9.0,937000,4,1.0,0,0,,2,1,0
1442676,30,1,1,1,1,3,1,7.0,,,1,1.0,0.0,2.0,d68edcd6-edad-11ea-bea0-1dff7b4dec8b,18,2.0,1056000,3,2.0,0,1,1.0,2,2,1
1378210,49,1,1,2,1,3,2,0.0,1.0,,1,1.0,0.0,2.0,d68edd58-edad-11ea-933b-3ed718cfdf44,12,2.0,3124000,1,2.0,0,0,1.0,2,2,0
1774767,26,2,2,1,2,2,1,1.0,4.0,,1,1.0,,,d68eddda-edad-11ea-a9b4-52673d569269,9,3.0,1388000,4,2.0,0,0,,1,1,0
1635448,33,1,1,1,2,1,2,0.0,1.0,,1,1.0,0.0,2.0,d68ede66-edad-11ea-832f-1978babe9e30,36,7.0,2384000,4,,0,0,,1,1,1
1143985,52,2,2,1,3,4,3,7.0,,1.0,1,,,,d68edee8-edad-11ea-80b8-03ea98a26ef5,12,2.0,2133000,4,,0,0,,1,1,0
1670066,20,2,2,1,2,4,1,1.0,4.0,,1,1.0,,0.0,d68edf74-edad-11ea-8dda-0d3fbe47dc86,18,3.0,2039000,1,2.0,0,0,1.0,1,1,1
1466670,36,1,1,2,2,2,1,1.0,4.0,,1,1.0,,0.0,d68edff6-edad-11ea-8111-265b0a89a690,9,2.0,2799000,2,2.0,0,0,,2,2,0
1447929,21,1,1,1,1,1,2,1.0,4.0,,1,1.0,,0.0,d68ee082-edad-11ea-8916-27cf815846cf,12,3.0,1289000,4,3.0,0,1,,1,1,0
1618937,47,1,3,1,1,3,2,1.0,4.0,1.0,1,1.0,,0.0,d68ee104-edad-11ea-819e-31ece9cd56a8,18,8.0,1217000,4,2.0,0,0,,1,1,1
1873573,60,1,1,1,1,3,1,7.0,,,1,1.0,,0.0,d68ee186-edad-11ea-932a-39f5f4f15c4b,12,3.0,2246000,3,3.0,0,0,,2,2,1
1830977,58,2,2,1,1,3,2,4.0,7.0,1.0,1,1.0,,0.0,d68ee208-edad-11ea-a514-060b7cf8939d,12,1.0,385000,4,2.0,0,0,,4,2,0
1612355,42,2,2,1,2,4,1,1.0,4.0,1.0,1,,0.0,2.0,d68ee28a-edad-11ea-a4ea-22a8a3c381dc,24,2.0,1965000,4,1.0,0,0,,2,3,0
1165234,36,2,2,1,1,4,2,7.0,,,1,4.0,,,d68ee316-edad-11ea-a444-2a60b035aa06,21,5.0,1572000,4,2.0,0,0,1.0,1,1,0
1825343,20,2,2,1,2,4,2,1.0,4.0,1.0,1,1.0,0.0,2.0,d68ee398-edad-11ea-9464-290d9ee9ab3e,24,2.0,2718000,3,3.0,0,0,,1,1,1
1307369,40,1,1,1,1,3,3,7.0,,1.0,1,,,0.0,d68ee41a-edad-11ea-bb76-0b6cea91006e,24,,1358000,4,1.0,0,0,2.0,1,5,1
1403127,32,2,2,1,1,1,2,0.0,1.0,,1,2.0,0.0,2.0,d68ee49c-edad-11ea-aabe-4c5f6ae8456c,6,2.0,931000,1,3.0,0,0,2.0,1,5,1
