applicant_id,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Has_been_employed_for_at_most,Telephone,Foreign_worker,Savings_account_balance,Balance_in_existing_bank_account_(lower_limit_of_bucket),Balance_in_existing_bank_account_(upper_limit_of_bucket)
1649832,48,male,single,1,own,4,skilled employee / official,1 year,4 years,,1,Low,,0
1282362,21,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,4 years,,1,,,
1148187,23,female,divorced/separated/married,2,rent,3,unskilled - resident,0 year,1 year,,1,Low,,
1609255,63,male,single,1,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,0
1752833,46,male,married/widowed,1,own,3,skilled employee / official,7 years,,,1,Low,,
1865216,29,male,single,1,own,2,skilled employee / official,4 years,7 years,,1,Low,,0
1313830,28,male,single,1,own,2,unskilled - resident,1 year,4 years,,1,Low,,
1731499,23,female,divorced/separated/married,1,own,4,skilled employee / official,0 year,1 year,,1,Low,,
1209302,50,male,single,1,own,4,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,
1714483,47,male,single,2,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,
1237910,35,male,single,1,own,3,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,,0,2 lac
1132898,68,male,single,1,rent,4,skilled employee / official,1 year,4 years,,1,,,
1775542,28,male,married/widowed,1,own,2,skilled employee / official,0 year,1 year,,1,Low,,
1591350,59,male,single,1,own,4,skilled employee / official,4 years,7 years,,1,Low,,0
1398582,57,male,single,1,own,4,unskilled - resident,7 years,,,1,Low,,0
1596230,33,male,married/widowed,1,rent,2,skilled employee / official,1 year,4 years,,0,Low,,0
1785162,43,male,single,1,own,4,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,,,
1157193,35,male,single,1,for free,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,
1192570,32,male,single,2,for free,4,unskilled - resident,4 years,7 years,,1,Low,,0
1710864,45,male,single,2,own,2,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,
1566750,33,male,married/widowed,1,own,3,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,Medium,,
1902547,40,female,divorced/separated/married,1,own,3,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,,,
1759209,28,male,single,1,for free,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,
1808244,29,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,0
1201646,26,male,single,2,rent,2,skilled employee / official,1 year,4 years,,0,Medium,,
1607767,27,male,single,1,own,2,skilled employee / official,1 year,4 years,,1,Very high,,
1330120,28,male,married/widowed,1,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,
1326318,35,female,divorced/separated/married,1,own,4,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,Low,,0
1374670,32,male,single,2,own,2,unskilled - resident,0 year,1 year,Registered under the applicant's name,1,Very high,,
1524976,25,male,single,1,rent,2,unskilled - resident,1 year,4 years,,1,Low,,
1883700,20,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,4 years,,1,High,,
1269924,27,female,divorced/separated/married,1,own,1,skilled employee / official,0 year,1 year,,1,Low,,0
1597065,42,male,single,1,own,4,skilled employee / official,7 years,,,1,Low,,
1324619,37,male,single,1,own,2,skilled employee / official,7 years,,,1,,,
1215860,24,female,divorced/separated/married,1,rent,4,skilled employee / official,7 years,,,1,Low,,0
1425802,40,female,divorced/separated/married,1,own,4,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,High,,
1777992,46,male,single,2,own,4,skilled employee / official,7 years,,,0,Low,2 lac,
1881691,26,male,single,1,own,1,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Medium,,0
1378093,24,female,divorced/separated/married,1,own,1,skilled employee / official,0 year,1 year,,1,,,
1636229,29,male,single,2,own,2,unskilled - resident,1 year,4 years,,1,Low,,0
1578419,40,female,divorced/separated/married,1,own,4,skilled employee / official,1 year,4 years,,1,Very high,0,2 lac
1860396,36,male,single,1,for free,4,management / self-employed / highly qualified employee / officer,0 year,1 year,Registered under the applicant's name,1,Low,,0
1624943,28,male,single,1,own,2,skilled employee / official,7 years,,,1,Low,,
1620731,27,male,single,1,for free,2,management / self-employed / highly qualified employee / officer,0 year,1 year,Registered under the applicant's name,1,Low,,0
1562605,36,male,single,1,own,3,skilled employee / official,4 years,7 years,,1,,,
1465475,38,male,single,1,own,3,management / self-employed / highly qualified employee / officer,4 years,7 years,Registered under the applicant's name,1,Low,,
1321302,48,male,divorced/separated,1,for free,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,,
1396513,36,male,single,1,own,4,skilled employee / official,7 years,,,1,,0,2 lac
1612911,65,female,divorced/separated/married,1,own,4,unemployed / unskilled - non-resident,,0 year,,1,Low,,
1714860,43,male,divorced/separated,1,own,3,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,0,2 lac
1566194,53,female,divorced/separated/married,1,own,4,skilled employee / official,0 year,1 year,,1,Low,,0
1851627,34,male,single,2,own,3,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,,0,2 lac
1207853,23,male,single,1,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,0,2 lac
1891556,34,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Low,,
1295527,40,male,single,2,rent,4,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,,,
1184172,43,male,single,2,own,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Low,,0
1121429,46,male,single,1,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,
1163715,38,male,single,1,own,4,unskilled - resident,1 year,4 years,,0,Low,,0
1851827,34,male,single,1,own,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,0,2 lac
1175107,29,male,single,1,own,3,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,,
1262341,31,male,single,2,own,2,management / self-employed / highly qualified employee / officer,4 years,7 years,Registered under the applicant's name,1,,,
1847909,28,female,divorced/separated/married,1,rent,4,management / self-employed / highly qualified employee / officer,0 year,1 year,Registered under the applicant's name,1,Low,,0
1627071,35,female,divorced/separated/married,1,own,2,skilled employee / official,4 years,7 years,,0,Very high,,
1501276,33,female,divorced/separated/married,1,rent,4,unskilled - resident,4 years,7 years,,1,,,
1300945,42,male,single,1,own,3,skilled employee / official,1 year,4 years,,1,Low,,0
1467259,43,male,single,1,rent,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,0
1621154,44,male,divorced/separated,1,own,4,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,,,
1546272,42,male,single,1,for free,4,skilled employee / official,7 years,,,1,,,
1223571,40,male,married/widowed,1,rent,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,,
1344883,36,male,single,1,own,1,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Low,,
1894721,20,male,single,2,rent,2,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,Low,,0
1839877,24,male,single,1,own,2,unskilled - resident,4 years,7 years,,0,,,0
1792973,27,male,married/widowed,1,own,2,skilled employee / official,1 year,4 years,,1,,0,2 lac
1604138,46,female,divorced/separated/married,1,own,2,unskilled - resident,0 year,1 year,,1,Low,,
1165411,33,female,divorced/separated/married,1,own,2,unskilled - resident,1 year,4 years,,1,,0,2 lac
1142707,34,female,divorced/separated/married,1,own,4,skilled employee / official,1 year,4 years,,1,Low,,
1511482,25,female,divorced/separated/married,1,own,4,unskilled - resident,0 year,1 year,,1,Low,0,2 lac
1506652,25,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,,,1,,0,2 lac
1690613,28,male,divorced/separated,1,own,2,skilled employee / official,7 years,,Registered under the applicant's name,1,Very high,,
1341536,31,male,single,1,rent,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,0
1181133,32,female,divorced/separated/married,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,0,Low,0,2 lac
1620525,32,male,single,2,own,2,skilled employee / official,1 year,4 years,,1,Medium,,
1316293,68,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Low,,0
1214474,33,male,divorced/separated,1,own,1,skilled employee / official,,0 year,,1,Medium,,0
1656780,39,male,single,1,rent,2,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Low,,0
1620879,28,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,4 years,,1,Low,,
1277992,37,male,single,1,own,1,management / self-employed / highly qualified employee / officer,4 years,7 years,Registered under the applicant's name,1,High,,
1718184,22,female,divorced/separated/married,1,rent,4,skilled employee / official,0 year,1 year,,1,Low,,0
1875017,30,male,single,2,rent,4,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,0,2 lac
1348796,55,male,divorced/separated,1,own,1,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,Low,,0
1853451,46,male,single,1,own,2,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,Low,,0
1561011,21,female,divorced/separated/married,1,rent,4,skilled employee / official,0 year,1 year,,1,Low,,0
1461746,39,male,single,2,for free,4,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,0
1708241,58,male,single,1,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,,,
1697111,43,male,single,2,own,2,unskilled - resident,1 year,4 years,,1,Low,,0
1629759,24,male,single,1,own,1,unskilled - resident,0 year,1 year,,0,Low,,0
1797093,22,female,divorced/separated/married,1,own,2,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,Low,0,2 lac
1484251,30,male,single,1,own,1,skilled employee / official,1 year,4 years,,1,Low,,
1224220,42,male,single,2,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,High,,
1631343,23,female,divorced/separated/married,1,own,1,skilled employee / official,1 year,4 years,,1,Low,,0
1379089,30,male,single,1,own,3,management / self-employed / highly qualified employee / officer,0 year,1 year,,1,Medium,0,2 lac
1566487,28,female,divorced/separated/married,1,own,2,unskilled - resident,1 year,4 years,,1,Low,2 lac,
1324370,30,male,married/widowed,1,rent,3,management / self-employed / highly qualified employee / officer,0 year,1 year,Registered under the applicant's name,1,Low,0,2 lac
1597372,42,male,single,1,for free,4,skilled employee / official,1 year,4 years,,1,Low,0,2 lac
1230532,46,male,single,2,own,4,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,,,
1277957,45,male,single,2,own,3,management / self-employed / highly qualified employee / officer,0 year,1 year,Registered under the applicant's name,1,,,
1233898,31,male,single,2,own,2,unskilled - resident,1 year,4 years,,0,Low,,
1903505,31,male,single,1,own,2,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,,,
1838598,42,male,single,2,own,1,unskilled - resident,4 years,7 years,,1,Low,,
1420837,46,female,divorced/separated/married,1,rent,1,skilled employee / official,0 year,1 year,,1,Low,,0
1106411,30,female,divorced/separated/married,1,own,1,skilled employee / official,0 year,1 year,,1,High,0,2 lac
1855489,30,male,single,2,for free,4,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,High,,0
1830446,38,male,single,1,own,4,management / self-employed / highly qualified employee / officer,,0 year,Registered under the applicant's name,1,,,
1441977,43,male,married/widowed,2,own,1,unskilled - resident,0 year,1 year,,1,Low,,
1856513,31,male,single,1,own,4,skilled employee / official,7 years,,,1,Medium,,
1406906,40,male,married/widowed,2,own,3,unemployed / unskilled - non-resident,,0 year,Registered under the applicant's name,1,Low,0,2 lac
1484297,24,male,single,1,own,1,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,0
1740610,28,female,divorced/separated/married,1,rent,4,skilled employee / official,0 year,1 year,,1,High,0,2 lac
1297322,26,female,divorced/separated/married,1,own,2,management / self-employed / highly qualified employee / officer,,0 year,Registered under the applicant's name,1,Low,,
1794786,29,female,divorced/separated/married,1,own,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,0
1843702,57,female,divorced/separated/married,1,rent,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Very high,,0
1853266,49,male,single,1,own,4,unskilled - resident,7 years,,,1,,2 lac,
1584434,37,male,single,1,own,4,unskilled - resident,7 years,,,1,Low,0,2 lac
1622389,45,male,single,1,own,2,unskilled - resident,1 year,4 years,,1,Low,,0
1601048,30,male,single,1,for free,4,skilled employee / official,7 years,,,1,Medium,0,2 lac
1210748,30,male,married/widowed,1,rent,2,skilled employee / official,7 years,,,1,Low,,
1584674,47,male,divorced/separated,1,own,4,skilled employee / official,1 year,4 years,,1,Low,0,2 lac
1773509,29,male,single,1,own,2,skilled employee / official,1 year,4 years,,1,,,
1315873,35,male,single,1,own,2,skilled employee / official,7 years,,Registered under the applicant's name,1,High,,
1659170,22,male,married/widowed,1,own,1,unskilled - resident,0 year,1 year,,1,Low,0,2 lac
1161027,26,female,divorced/separated/married,1,own,1,skilled employee / official,1 year,4 years,,1,,0,2 lac
1666331,23,male,single,1,own,2,unskilled - resident,1 year,4 years,,1,High,0,2 lac
1853070,54,female,divorced/separated/married,1,rent,2,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Low,,
1355404,29,male,married/widowed,1,rent,4,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,,,
1655259,40,male,single,2,own,2,unskilled - resident,1 year,4 years,,1,Low,,0
1662480,22,male,single,1,own,2,skilled employee / official,1 year,4 years,,1,Medium,0,2 lac
1637827,43,male,single,2,own,4,unskilled - resident,1 year,4 years,,1,Low,,
1107910,29,female,divorced/separated/married,1,rent,4,unemployed / unskilled - non-resident,,0 year,,1,Low,,0
1286651,36,male,single,1,rent,4,skilled employee / official,7 years,,,1,Low,,0
1386565,33,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,
1782237,57,female,divorced/separated/married,1,own,3,unskilled - resident,1 year,4 years,,1,High,2 lac,
1755205,64,female,divorced/separated/married,1,own,3,skilled employee / official,1 year,4 years,,1,Low,0,2 lac
1570934,42,male,single,1,own,2,skilled employee / official,7 years,,,1,,0,2 lac
1825579,47,male,single,2,own,4,unskilled - resident,7 years,,,1,Low,,
1705740,25,male,married/widowed,1,rent,2,skilled employee / official,1 year,4 years,,1,Medium,0,2 lac
1466304,49,male,single,1,own,2,skilled employee / official,4 years,7 years,,1,Low,0,2 lac
1880388,33,male,single,1,rent,2,management / self-employed / highly qualified employee / officer,,0 year,Registered under the applicant's name,1,Low,,
1782965,28,female,divorced/separated/married,1,own,1,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,Medium,2 lac,
1775563,26,male,single,2,own,2,skilled employee / official,1 year,4 years,,1,Low,,0
1355517,30,male,single,1,own,2,unskilled - resident,4 years,7 years,,1,Low,,
1490831,25,female,divorced/separated/married,1,rent,3,skilled employee / official,1 year,4 years,,1,Low,,0
1902571,33,male,divorced/separated,1,own,1,skilled employee / official,0 year,1 year,,1,Low,2 lac,
1555553,64,female,divorced/separated/married,1,own,4,skilled employee / official,,0 year,,1,Medium,,
1633096,29,male,single,1,for free,2,management / self-employed / highly qualified employee / officer,,0 year,Registered under the applicant's name,1,Low,,0
1866309,48,male,single,1,own,2,unskilled - resident,7 years,,,1,Low,0,2 lac
1354034,37,male,single,2,own,1,unskilled - resident,0 year,1 year,,1,,,
1365267,34,male,single,2,own,4,unskilled - resident,7 years,,,1,Medium,,
1237705,23,male,married/widowed,1,rent,4,unskilled - resident,4 years,7 years,,1,,,0
1609685,30,male,single,1,own,3,management / self-employed / highly qualified employee / officer,,0 year,Registered under the applicant's name,1,Low,,0
1615010,50,male,single,1,own,3,skilled employee / official,7 years,,Registered under the applicant's name,1,,,
1880194,31,female,divorced/separated/married,1,own,4,unskilled - resident,4 years,7 years,,1,Low,,
1114064,40,male,divorced/separated,1,own,4,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,Low,,0
1758046,38,male,single,1,own,4,skilled employee / official,7 years,,,1,Low,,
1824545,23,male,single,1,for free,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,0
1660770,27,male,single,1,own,4,skilled employee / official,,0 year,,1,Medium,0,2 lac
